row,pixel,A,B,R,v
0,0,0.312775464485,0.123780007095,1.79755989875,0.0997113473268
0,1,0.310441001339,0.109776550603,1.88868287437,0.102094039237
0,2,0.310053902039,0.120316518711,1.80837989926,0.0988614481067
0,3,0.306337663288,0.120008550782,1.79211466938,0.100314842902
0,4,0.306670546654,0.115310243219,1.82754931524,0.0974887881992
0,5,0.30773845231,0.119107419709,1.80544795191,0.0956024431925
0,6,0.302538315618,0.114160583364,1.81519301802,0.0885817775939
0,7,0.302215618994,0.110080921131,1.84398521983,0.095159179531
0,8,0.30582703245,0.124629532532,1.75769994511,0.0855847406815
0,9,0.308006956775,0.129175211667,1.73788075213,0.0783893051612
0,10,0.3087108718,0.119786653814,1.80545605015,0.086301823449
0,11,0.305012517978,0.11273438215,1.83823168641,0.0824055159476
0,12,0.304757614807,0.125240818091,1.74840051776,0.0832694202868
0,13,0.300900656631,0.131934929548,1.6865015884,0.0735097212659
0,14,0.300370217539,0.130242737857,1.69476045643,0.0695045905393
0,15,0.3013879016,0.140773431024,1.63471204461,0.0643348920976
0,16,0.302822849258,0.13358537622,1.68508469912,0.064419242175
0,17,0.303535523835,0.142859913666,1.6321073062,0.0569819354517
0,18,0.305765430331,0.135484117347,1.68692579915,0.050363946893
0,19,0.305760218307,0.115163126879,1.82404169865,0.0481479950119
0,20,0.30410752638,0.112367799629,1.83637913988,0.0425460026661
0,21,0.301589518025,0.114816307526,1.80565838224,0.0406239543438
0,22,0.298936170213,0.0865388677365,2.02659258453,0.03020616088
0,23,0.299943233161,0.0680218912055,2.23219599656,0.0363926464664
0,24,0.301917392255,0.0661148323884,2.26816800512,0.0338025317407
0,25,0.302110182218,0.0584000424605,2.37303701779,0.0438509369391
0,26,0.296830088085,0.0549916865055,2.38809834509,0.0518331949992
0,27,0.29946086676,0.0958677509194,1.94463509039,0.0519499241289
0,28,0.30060358992,0.0944642906147,1.96306680767,0.0622306598725
0,29,0.302007144569,0.108915215738,1.85181409025,0.0601523923821
0,30,0.301518438178,0.103140655478,1.89475014845,0.0723834154353
0,31,0.305362357936,0.100991597336,1.93273431098,0.0798594589736
0,32,0.304691245565,0.113287772012,1.83248134341,0.0754414862619
0,33,0.303546492102,0.109870427177,1.85238683104,0.0823347481683
0,34,0.303888842527,0.107695940262,1.87092262343,0.0901335053369
0,35,0.304884355869,0.103792071233,1.90715805378,0.0911858227691
0,36,0.306075342707,0.111467407366,1.85317897195,0.0845934055771
0,37,0.305831541262,0.115504462432,1.82190270288,0.0874859720418
0,38,0.304377682403,0.108589186676,1.86650662406,0.0886686858401
0,39,0.303936719911,0.114277896386,1.82135946108,0.0892429748567
0,40,0.303369007477,0.113035671507,1.82766769126,0.0860417740855
0,41,0.305174042171,0.109126866145,1.86645420239,0.0884454820923
0,42,0.303231471725,0.104654124209,1.89153799723,0.089401285916
0,43,0.305186594368,0.119674551874,1.78877841079,0.0915555675458
0,44,0.304522788907,0.11455128072,1.82230079353,0.0925912468561
0,45,0.302001973442,0.11612756833,1.79823510799,0.0805637805792
0,46,0.304348804121,0.114428037804,1.8223302252,0.0899574399335
0,47,0.304106838394,0.113516588491,1.82783081827,0.0876630582389
0,48,0.304279590546,0.111083413424,1.84691424472,0.0926248994555
0,49,0.303437861722,0.132751232969,1.69320380353,0.0869203486497
0,50,0.303225806452,0.112746291728,1.8290926986,0.0970873904725
0,51,0.30309739656,0.108879277269,1.85768077757,0.095929800235
0,52,0.302740352075,0.102585925646,1.90567670479,0.095007056673
0,53,0.302543658034,0.112142784572,1.83013636519,0.0902474298767
0,54,0.303079435997,0.112802710527,1.82793382594,0.0936354185905
0,55,0.30328609829,0.131430162561,1.70087660714,0.0895178041459
0,56,0.300480310831,0.120091223118,1.76276708378,0.090502267195
0,57,0.300239319061,0.107991221616,1.84985942285,0.0953997032096
0,58,0.299641836741,0.102067527226,1.89361300547,0.0935663422686
